# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.272262551500000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.274127901300000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.279086762900000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.347173151800000e+01

6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.276332495200000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.281729943800000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.272498057000000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.287421952100000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.279788752900000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.378371181100000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.488894979800000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.503287630300000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.489458434200000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.492232994100000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.491527929100000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.501112925300000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.502903775300000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.517096537300000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  24  6.884207127572430e+00  9.637618012499999e+01  3.505747909000000e+01

4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  3.799473579370000e+02  1.333772482030000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  3.799473579370000e+02  1.322757571250000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  3.799473579370000e+02  1.321117265250000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  3.799473579370000e+02  1.239332644270000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  3.799473579370000e+02  1.233337683190000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  3.799473579370000e+02  1.231003033330000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  30  9.897029121314310e+00  3.623144660440000e+02  1.265245872040000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  30  9.897029121314310e+00  3.623144660440000e+02  1.298973826670000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  30  9.897029121314310e+00  3.623144660440000e+02  1.277474060770000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  30  9.897029121314310e+00  3.623144660440000e+02  1.267254772020000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  30  9.897029121314310e+00  3.623144660440000e+02  1.256121670120000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  30  9.897029121314310e+00  3.623144660440000e+02  1.257775752100000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.079476058820000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.078469403650000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.076506133740000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.088386687140000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.094383217060000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.086804853520000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.086964492490000e+02
4.420000000000000e-02  1270577  9.881312916824931e-324  30  9.897029121314310e+00  2.991440975770000e+02  1.119638510330000e+02

3.125000000000000e-02  3443619  6.953282717477569e-310  35  1.371508724349412e+01  1.009650780772000e+03  3.924736082030000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  35  1.371508724349412e+01  1.015968981375000e+03  3.858332325530000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  1.014337941727000e+03  3.900419188180000e+02
3.125000000000000e-02  3443619  7.064154069270676e-304  35  1.371508724349412e+01  1.012284735008000e+03  3.858425374380000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  9.534392998310000e+02  3.786755660690000e+02
3.125000000000000e-02  3443619  7.064154069270676e-304  35  1.371508724349412e+01  9.969725335690000e+02  3.801288950660000e+02
3.125000000000000e-02  3443619  9.881312916824931e-324  35  1.371508724349412e+01  9.959765460940000e+02  3.796446096450000e+02
3.125000000000000e-02  3443619  9.881312916824931e-324  35  1.371508724349412e+01  9.967949374070000e+02  3.794883312780000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  9.934347955690000e+02  3.803030263820000e+02
3.125000000000000e-02  3443619  7.064154069270676e-304  35  1.371508724349412e+01  7.873764521950000e+02  3.121028418440000e+02
3.125000000000000e-02  3443619  9.881312916824931e-324  35  1.371508724349412e+01  8.024914159140000e+02  3.122953981970000e+02
3.125000000000000e-02  3443619  9.881312916824931e-324  35  1.371508724349412e+01  8.024914159140000e+02  3.121787999520000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  35  1.371508724349412e+01  7.931918056919999e+02  3.113715791520000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  35  1.371508724349412e+01  7.931918056919999e+02  3.287499869830000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  8.321616316520001e+02  3.283458682690000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  8.321616316520001e+02  3.309982357120000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  8.305924864389999e+02  3.273213898540000e+02
3.125000000000000e-02  3443619  0.000000000000000e+00  35  1.371508724349412e+01  8.305924864389999e+02  3.284402596070000e+02
